cell_id,presence
2006823,1
2006824,1
2010438,1
2010439,1
2010440,1
2010441,1
2010442,1
2010443,1
2014054,1
2014055,1
2014056,1
2014057,1
2014058,1
2014059,1
2014060,1
2014061,1
2014062,1
2017670,1
2017671,1
2017672,1
2017673,1
2017674,1
2017675,1
2017676,1
2017677,1
2017678,1
2017679,1
2017680,1
2021287,1
2021288,1
2021289,1
2021290,1
2021291,1
2021292,1
2021293,1
2021294,1
2021295,1
2021296,1
2021297,1
2021298,1
2024903,1
2024904,1
2024905,1
2024906,1
2024907,1
2024908,1
2024909,1
2024910,1
2024911,1
2024912,1
2024913,1
2024914,1
2024915,1
2024916,1
2028520,1
2028521,1
2028522,1
2028523,1
2028524,1
2028525,1
2028526,1
2028527,1
2028528,1
2028530,1
2028531,1
2028532,1
2028533,1
2028534,1
2032138,1
2032139,1
2032140,1
2032141,1
2032142,1
2032143,1
2032144,1
2032147,1
2032148,1
2032149,1
2032150,1
2032151,1
2035755,1
2035756,1
2035757,1
2035758,1
2035759,1
2035760,1
2035764,1
2035765,1
2035766,1
2035768,1
2035769,1
2039372,1
2039373,1
2039374,1
2039375,1
2039376,1
2039377,1
2039378,1
2039380,1
2039381,1
2039382,1
2039383,1
2039384,1
2039385,1
2039386,1
2042989,1
2042990,1
2042991,1
2042992,1
2042993,1
2042994,1
2042995,1
2042996,1
2042997,1
2042998,1
2042999,1
2043000,1
2043001,1
2043002,1
2043003,1
2046606,1
2046607,1
2046608,1
2046609,1
2046610,1
2046611,1
2046612,1
2046613,1
2046614,1
2046615,1
2046616,1
2046617,1
2046618,1
2046619,1
2046620,1
2050223,1
2050224,1
2050225,1
2050226,1
2050227,1
2050228,1
2050229,1
2050230,1
2050231,1
2050232,1
2050233,1
2050234,1
2050235,1
2050236,1
2053841,1
2053842,1
2053843,1
2053844,1
2053846,1
2053847,1
2053848,1
2053849,1
2053850,1
2053851,1
2053852,1
2053853,1
2057458,1
2057459,1
2057460,1
2057461,1
2057462,1
2057464,1
2057465,1
2057466,1
2057467,1
2057468,1
2057469,1
2057470,1
2061076,1
2061077,1
2061078,1
2061079,1
2061080,1
2061082,1
2061083,1
2061084,1
2061085,1
2061086,1
2061087,1
2064694,1
2064695,1
2064696,1
2064697,1
2064698,1
2064699,1
2064700,1
2064701,1
2064702,1
2064703,1
2068311,1
2068312,1
2068313,1
2068314,1
2068315,1
2068316,1
2068317,1
2068318,1
2068319,1
2068320,1
2071929,1
2071930,1
2071931,1
2071932,1
2071933,1
2071934,1
2071935,1
2071936,1
2071937,1
2075549,1
2075550,1
2075551,1
2075552,1
2075553,1
2075554,1
2079160,1
2079161,1
2079162,1
2079163,1
2079164,1
2079166,1
2079167,1
2079168,1
2079169,1
2079170,1
2079171,1
2082777,1
2082778,1
2082779,1
2082780,1
2082781,1
2082782,1
2082783,1
2082785,1
2082786,1
2082787,1
2086392,1
2086393,1
2086394,1
2086395,1
2086396,1
2086397,1
2086398,1
2086399,1
2086400,1
2086401,1
2090009,1
2090010,1
2090011,1
2090013,1
2090014,1
2090015,1
2090016,1
2090017,1
2090018,1
2090019,1
2093625,1
2093626,1
2093627,1
2093628,1
2093629,1
2093630,1
2093631,1
2093632,1
2093633,1
2093634,1
2093635,1
2093636,1
2093637,1
2097243,1
2097244,1
2097245,1
2097246,1
2097247,1
2097248,1
2097249,1
2097250,1
2097251,1
2097252,1
2097253,1
2097254,1
2097255,1
2100860,1
2100861,1
2100862,1
2100863,1
2100864,1
2100865,1
2100866,1
2100867,1
2100869,1
2100870,1
2100871,1
2100872,1
2104476,1
2104477,1
2104478,1
2104479,1
2104480,1
2104481,1
2104483,1
2104486,1
2104487,1
2104488,1
2104489,1
2104490,1
2108094,1
2108095,1
2108096,1
2108097,1
2108098,1
2108099,1
2108102,1
2108103,1
2108104,1
2108105,1
2108106,1
2108107,1
2111711,1
2111712,1
2111713,1
2111714,1
2111715,1
2111716,1
2111717,1
2111719,1
2111720,1
2111721,1
2111722,1
2111723,1
2111724,1
2115328,1
2115329,1
2115330,1
2115331,1
2115332,1
2115333,1
2115334,1
2115335,1
2115336,1
2115337,1
2115338,1
2115339,1
2115340,1
2115341,1
2118945,1
2118946,1
2118947,1
2118948,1
2118949,1
2118950,1
2118952,1
2118953,1
2118954,1
2118955,1
2118956,1
2118957,1
2118958,1
2118959,1
2122563,1
2122564,1
2122565,1
2122566,1
2122567,1
2122569,1
2122570,1
2122571,1
2122572,1
2122573,1
2122574,1
2122575,1
2126180,1
2126182,1
2126183,1
2126184,1
2126186,1
2126187,1
2126188,1
2126189,1
2126190,1
2126191,1
2126192,1
2129798,1
2129799,1
2129800,1
2129801,1
2129802,1
2129803,1
2129804,1
2129805,1
2129806,1
2129807,1
2129808,1
2133415,1
2133416,1
2133417,1
2133418,1
2133419,1
2133420,1
2133421,1
2133422,1
2133423,1
2133424,1
2133425,1
2137033,1
2137034,1
2137035,1
2137036,1
2137037,1
2137038,1
2137039,1
2137040,1
2137041,1
2137042,1
2140651,1
2140652,1
2140653,1
2140654,1
2140655,1
2140656,1
2140657,1
2140658,1
2140659,1
2144269,1
2144270,1
2144271,1
2144272,1
2144273,1
2144274,1
2144275,1
2144276,1
2147887,1
2147888,1
2147889,1
2147890,1
2147891,1
2147892,1
2147893,1
2151507,1
2151508,1
2151509,1
