cell_id,presence
3446533,3
3450150,3
3450153,3
3453769,3
3453770,3
3457386,3
3457387,3
3457389,3
3457392,3
3457393,3
3461004,3
3461005,3
3461007,3
3461008,3
3464625,3
3468242,3
3468243,3
3471861,3
3479097,3
3479098,3
3482715,3
3482716,3
3482717,3
3482718,3
3482719,3
3482720,3
3482721,3
3482722,3
3486338,3
3486339,3
3486340,3
3486341,3
3489958,3
3489959,3
3493577,3
3493578,3
3493579,3
3497196,3
3497197,3
3500814,3
3500815,3
3500817,3
3504432,3
3504433,3
3504434,3
3504435,3
3504436,3
3504438,3
3508050,3
3508051,3
3508052,3
3508053,3
3508054,3
3508055,3
3511667,3
3511668,3
3511669,3
3511670,3
3511671,3
3511672,3
3511673,3
3511674,3
3511675,3
3515285,3
3515286,3
3515287,3
3515288,3
3515289,3
3515290,3
3515291,3
3515292,3
3518902,3
3518903,3
3518904,3
3518905,3
3518906,3
3518907,3
3518908,3
3518909,3
3518910,3
3522519,3
3522520,3
3522521,3
3522522,3
3522523,3
3522524,3
3522525,3
3522526,3
3522527,3
3522528,3
3526136,3
3526137,3
3526138,3
3526139,3
3526140,3
3526141,3
3526142,3
3526143,3
3526144,3
3526145,3
3526146,3
3529753,3
3529754,3
3529755,3
3529756,3
3529757,3
3529758,3
3529759,3
3529760,3
3529761,3
3529762,3
3529763,3
3529764,3
3533371,3
3533372,3
3533373,3
3533374,3
3533375,3
3533376,3
3533377,3
3533378,3
3533379,3
3533380,3
3536988,3
3536989,3
3536990,3
3536991,3
3536992,3
3536993,3
3536994,3
3536995,3
3536996,3
3536997,3
3537001,3
3540606,3
3540607,3
3540608,3
3540609,3
3540610,3
3540611,3
3540612,3
3540613,3
3540614,3
3540615,3
3544223,3
3544224,3
3544225,3
3544226,3
3544227,3
3544228,3
3544229,3
3544230,3
3544231,3
3544232,3
3544233,3
3547840,3
3547841,3
3547842,3
3547843,3
3547844,3
3547845,3
3547846,3
3547847,3
3547848,3
3547849,3
3547850,3
3551457,3
3551458,3
3551459,3
3551460,3
3551461,3
3551462,3
3551463,3
3551464,3
3551465,3
3551466,3
3551467,3
3555074,3
3555075,3
3555076,3
3555077,3
3555078,3
3555079,3
3555080,3
3555081,3
3555082,3
3555083,3
3555084,3
3558691,3
3558692,3
3558693,3
3558694,3
3558695,3
3558696,3
3558697,3
3558698,3
3558699,3
3558700,3
3558701,3
3562308,3
3562309,3
3562310,3
3562311,3
3562312,3
3562313,3
3562314,3
3562315,3
3562316,3
3562317,3
3562318,3
3565925,3
3565926,3
3565927,3
3565928,3
3565929,3
3565930,3
3565931,3
3565932,3
3565933,3
3565934,3
3565935,3
3565936,3
3569542,3
3569543,3
3569544,3
3569545,3
3569546,3
3569547,3
3569548,3
3569549,3
3569550,3
3569551,3
3569552,3
3569553,3
3573159,3
3573160,3
3573161,3
3573162,3
3573163,3
3573164,3
3573165,3
3573166,3
3573167,3
3573168,3
3573169,3
3573170,3
3573171,3
3576776,3
3576777,3
3576778,3
3576779,3
3576780,3
3576781,3
3576782,3
3576783,3
3576784,3
3576785,3
3576786,3
3576787,3
3576788,3
3576789,3
3580393,3
3580394,3
3580395,3
3580396,3
3580397,3
3580398,3
3580399,3
3580400,3
3580401,3
3580402,3
3580403,3
3580404,3
3580405,3
3584009,3
3584010,3
3584011,3
3584012,3
3584013,3
3584014,3
3584015,3
3584016,3
3584017,3
3584018,3
3584019,3
3584020,3
3584021,3
3584022,3
3584023,3
3587626,3
3587627,3
3587628,3
3587629,3
3587630,3
3587631,3
3587632,3
3587633,3
3587634,3
3587635,3
3587636,3
3587637,3
3587638,3
3587639,3
3587641,3
3591243,3
3591244,3
3591245,3
3591246,3
3591247,3
3591248,3
3591249,3
3591250,3
3591251,3
3591252,3
3591253,3
3591254,3
3591255,3
3594859,3
3594860,3
3594861,3
3594862,3
3594863,3
3594864,3
3594865,3
3594866,3
3594867,3
3594868,3
3594869,3
3594870,3
3594871,3
3594872,3
3594873,3
3598476,3
3598477,3
3598478,3
3598479,3
3598480,3
3598481,3
3598482,3
3598483,3
3598484,3
3598485,3
3598486,3
3598487,3
3598488,3
3598489,3
3598490,3
3602093,3
3602094,3
3602095,3
3602096,3
3602097,3
3602098,3
3602099,3
3602100,3
3602101,3
3602102,3
3602103,3
3602104,3
3602105,3
3602106,3
3602107,3
3602108,3
3602109,3
3602110,3
3605709,3
3605710,3
3605711,3
3605712,3
3605713,3
3605714,3
3605715,3
3605716,3
3605717,3
3605718,3
3605719,3
3605720,3
3605721,3
3605722,3
3605723,3
3605724,3
3609326,3
3609327,3
3609328,3
3609329,3
3609330,3
3609331,3
3609332,3
3609333,3
3609334,3
3609335,3
3609336,3
3609337,3
3609338,3
3609339,3
3609340,3
3609341,3
3609342,3
3612943,3
3612944,3
3612945,3
3612946,3
3612947,3
3612948,3
3612949,3
3612950,3
3612951,3
3612952,3
3612953,3
3612954,3
3612955,3
3612960,3
3616560,3
3616561,3
3616562,3
3616563,3
3616564,3
3616565,3
3616566,3
3616567,3
3616568,3
3616569,3
3616570,3
3616577,3
3620176,3
3620177,3
3620178,3
3620179,3
3620180,3
3620181,3
3620182,3
3620183,3
3620184,3
3620185,3
3620186,3
3620196,3
3620250,3
3623793,3
3623794,3
3623795,3
3623796,3
3623797,3
3623798,3
3623799,3
3623800,3
3623801,3
3623864,3
3623866,3
3623867,3
3623870,3
3627410,3
3627411,3
3627412,3
3627413,3
3627414,3
3627415,3
3627416,3
3627417,3
3627418,3
3627478,3
3627479,3
3627480,3
3627481,3
3627483,3
3627484,3
3627485,3
3627486,3
3631027,3
3631028,3
3631029,3
3631030,3
3631031,3
3631032,3
3631033,3
3631034,3
3631094,3
3631095,3
3631096,3
3631097,3
3631098,3
3631099,3
3631100,3
3631101,3
3631102,3
3631103,3
3631104,3
3631106,3
3631107,3
3634644,3
3634645,3
3634646,3
3634647,3
3634648,3
3634649,3
3634650,3
3634673,3
3634711,3
3634712,3
3634713,3
3634714,3
3634715,3
3634716,3
3634717,3
3634718,3
3634719,3
3634720,3
3634721,3
3634722,3
3634723,3
3634724,3
3634725,3
3638261,3
3638262,3
3638263,3
3638264,3
3638265,3
3638266,3
3638267,3
3638328,3
3638329,3
3638330,3
3638331,3
3638332,3
3638333,3
3638334,3
3638335,3
3638336,3
3638337,3
3638343,3
3638344,3
3638345,3
3638346,3
3641878,3
