cell_id,presence
742351,1
742352,1
745965,1
749575,1
749577,1
749578,1
753188,1
753189,1
753190,1
753191,1
753192,1
753193,1
756801,1
756802,1
756803,1
756804,1
756805,1
756806,1
756807,1
756808,1
756809,1
756810,1
756830,1
760414,1
760415,1
760416,1
760417,1
760418,1
760419,1
760423,1
760424,1
760427,1
760429,1
760435,1
760436,1
760440,1
760442,1
760443,1
760444,1
764028,1
764029,1
764030,1
764031,1
764032,1
764050,1
764054,1
764055,1
764056,1
764057,1
764058,1
764059,1
764060,1
767642,1
767643,1
767644,1
767665,1
767666,1
767667,1
767668,1
767669,1
767671,1
767672,1
767673,1
767674,1
767675,1
767678,1
771256,1
771257,1
771258,1
771259,1
771260,1
771281,1
771282,1
771283,1
771284,1
771285,1
771286,1
771287,1
771288,1
771289,1
771290,1
771291,1
771292,1
771293,1
771294,1
771295,1
771296,1
774869,1
774870,1
774871,1
774872,1
774873,1
774874,1
774875,1
774895,1
774898,1
774900,1
774901,1
774902,1
774903,1
774904,1
774905,1
774906,1
774907,1
774909,1
774910,1
778485,1
778487,1
778488,1
778489,1
778490,1
778512,1
778514,1
778515,1
778516,1
778517,1
778518,1
778519,1
778520,1
778525,1
778526,1
778527,1
778530,1
778531,1
778532,1
782099,1
782100,1
782101,1
782102,1
782103,1
782104,1
782127,1
782129,1
782130,1
782131,1
782133,1
782134,1
782135,1
782137,1
782138,1
782139,1
782140,1
782141,1
782142,1
782143,1
782144,1
782145,1
782146,1
785712,1
785713,1
785714,1
785715,1
785716,1
785717,1
785718,1
785719,1
785741,1
785742,1
785744,1
785745,1
785746,1
785748,1
785749,1
785750,1
785751,1
785752,1
785753,1
785754,1
785755,1
785756,1
785757,1
785758,1
785759,1
785760,1
785761,1
785762,1
785763,1
789328,1
789329,1
789330,1
789331,1
789332,1
789333,1
789348,1
789358,1
789359,1
789360,1
789362,1
789363,1
789364,1
789365,1
789366,1
789367,1
789368,1
789369,1
789370,1
789371,1
789372,1
789373,1
789374,1
789375,1
789376,1
789377,1
789378,1
789379,1
789380,1
789381,1
789382,1
789390,1
789391,1
789392,1
789399,1
789400,1
792942,1
792943,1
792944,1
792945,1
792946,1
792947,1
792963,1
792964,1
792970,1
792971,1
792973,1
792976,1
792977,1
792978,1
792979,1
792980,1
792981,1
792982,1
792983,1
792984,1
792985,1
792986,1
792987,1
792988,1
792989,1
792990,1
792991,1
792992,1
792993,1
792994,1
792995,1
792997,1
792998,1
792999,1
793000,1
793001,1
793002,1
793003,1
793004,1
793005,1
793006,1
793007,1
793008,1
793009,1
793010,1
793011,1
793014,1
793015,1
793027,1
796555,1
796556,1
796557,1
796558,1
796559,1
796560,1
796561,1
796562,1
796576,1
796577,1
796578,1
796579,1
796580,1
796581,1
796582,1
796583,1
796584,1
796585,1
796586,1
796587,1
796588,1
796591,1
796592,1
796593,1
796594,1
796595,1
796596,1
796597,1
796598,1
796599,1
796600,1
796601,1
796602,1
796603,1
796604,1
796605,1
796606,1
796607,1
796608,1
796609,1
796611,1
796612,1
796613,1
796614,1
796615,1
796616,1
796617,1
796618,1
796619,1
796620,1
796621,1
796622,1
796623,1
796624,1
796625,1
796626,1
796627,1
796628,1
796629,1
796641,1
800170,1
800171,1
800172,1
800173,1
800174,1
800175,1
800176,1
800182,1
800189,1
800191,1
800193,1
800194,1
800195,1
800196,1
800197,1
800198,1
800199,1
800200,1
800201,1
800202,1
800204,1
800205,1
800206,1
800207,1
800208,1
800209,1
800210,1
800211,1
800212,1
800213,1
800214,1
800215,1
800216,1
800217,1
800218,1
800219,1
800220,1
800221,1
800222,1
800223,1
800224,1
800225,1
800226,1
800227,1
800228,1
800229,1
800230,1
800231,1
800232,1
800233,1
800234,1
800235,1
800236,1
800237,1
800238,1
800239,1
800240,1
800241,1
800242,1
800243,1
800244,1
800245,1
800246,1
800247,1
800255,1
800256,1
800257,1
803784,1
803785,1
803786,1
803787,1
803788,1
803789,1
803790,1
803791,1
803792,1
803795,1
803796,1
803805,1
803806,1
803807,1
803808,1
803809,1
803810,1
803811,1
803812,1
803813,1
803814,1
803815,1
803816,1
803817,1
803818,1
803819,1
803820,1
803821,1
803822,1
803823,1
803824,1
803825,1
803826,1
803827,1
803828,1
803829,1
803830,1
803831,1
803832,1
803833,1
803834,1
803835,1
803836,1
803837,1
803838,1
803839,1
803840,1
803841,1
803842,1
803843,1
803844,1
803845,1
803846,1
803847,1
803848,1
803849,1
803850,1
803851,1
803852,1
803853,1
803854,1
803855,1
803856,1
803857,1
803858,1
803859,1
803860,1
803861,1
803862,1
803863,1
803864,1
803865,1
803866,1
803867,1
803868,1
803869,1
803870,1
803871,1
803872,1
803874,1
807396,1
807397,1
807398,1
807399,1
807400,1
807401,1
807402,1
807403,1
807404,1
807405,1
807406,1
807407,1
807408,1
807409,1
807410,1
807411,1
807417,1
807419,1
807420,1
807421,1
807422,1
807423,1
807424,1
807425,1
807426,1
807427,1
807428,1
807429,1
807430,1
807431,1
807432,1
807433,1
807434,1
807435,1
807436,1
807437,1
807438,1
807439,1
807440,1
807441,1
807442,1
807443,1
807444,1
807445,1
807446,1
807447,1
807448,1
807449,1
807450,1
807451,1
807452,1
807453,1
807454,1
807455,1
807456,1
807457,1
807458,1
807459,1
807460,1
807461,1
807462,1
807463,1
807464,1
807465,1
807466,1
807467,1
807468,1
807469,1
807470,1
807471,1
807472,1
807473,1
807474,1
807475,1
807476,1
807477,1
807478,1
807479,1
807480,1
807481,1
807482,1
807483,1
807484,1
807485,1
811010,1
811011,1
811012,1
811013,1
811014,1
811015,1
811016,1
811017,1
811018,1
811019,1
811020,1
811021,1
811022,1
811031,1
811033,1
811034,1
811035,1
811036,1
811037,1
811038,1
811039,1
811040,1
811041,1
811042,1
811043,1
811044,1
811045,1
811046,1
811047,1
811048,1
811049,1
811050,1
811051,1
811052,1
811053,1
811054,1
811055,1
811056,1
811057,1
811058,1
811059,1
811060,1
811061,1
811062,1
811063,1
811064,1
811065,1
811066,1
811067,1
811068,1
811069,1
811070,1
811071,1
811072,1
811073,1
811074,1
811075,1
811076,1
811077,1
811078,1
811079,1
811080,1
811081,1
811082,1
811083,1
811084,1
811085,1
811086,1
811087,1
811088,1
811089,1
811090,1
811091,1
811092,1
811093,1
811094,1
811095,1
811096,1
811097,1
811098,1
811099,1
811100,1
811101,1
811102,1
814624,1
814625,1
814628,1
814629,1
814630,1
814631,1
814632,1
814633,1
814634,1
814635,1
814636,1
814644,1
814646,1
814647,1
814648,1
814649,1
814650,1
814651,1
814652,1
814653,1
814654,1
814655,1
814656,1
814657,1
814658,1
814659,1
814660,1
814661,1
814662,1
814663,1
814664,1
814665,1
814666,1
814667,1
814668,1
814669,1
814670,1
814671,1
814672,1
814673,1
814674,1
814675,1
814676,1
814677,1
814678,1
814679,1
814680,1
814681,1
814682,1
814683,1
814684,1
814685,1
814686,1
814687,1
814688,1
814689,1
814690,1
814691,1
814692,1
814693,1
814694,1
814695,1
814696,1
814697,1
814698,1
814699,1
814700,1
814701,1
814702,1
814703,1
814704,1
814705,1
814706,1
814707,1
814708,1
814709,1
814710,1
814711,1
814712,1
814713,1
814714,1
814715,1
814716,1
814717,1
814718,1
814719,1
818238,1
818239,1
818240,1
818241,1
818242,1
818243,1
818244,1
818245,1
818246,1
818247,1
818248,1
818249,1
818250,1
818251,1
818255,1
818259,1
818260,1
818261,1
818262,1
818263,1
818264,1
818265,1
818266,1
818267,1
818268,1
818269,1
818270,1
818271,1
818272,1
818273,1
818274,1
818275,1
818276,1
818277,1
818278,1
818279,1
818280,1
818281,1
818282,1
818283,1
818284,1
818285,1
818286,1
818287,1
818288,1
818289,1
818290,1
818291,1
818292,1
818293,1
818294,1
818295,1
818296,1
818297,1
818298,1
818299,1
818300,1
818301,1
818302,1
818303,1
818304,1
818305,1
818306,1
818307,1
818308,1
818309,1
818310,1
818311,1
818312,1
818313,1
818314,1
818315,1
818316,1
818317,1
818318,1
818319,1
818320,1
818321,1
818322,1
818323,1
818324,1
818325,1
818326,1
818327,1
818328,1
818329,1
818330,1
818331,1
818332,1
818333,1
818334,1
818335,1
818336,1
818337,1
821852,1
821853,1
821854,1
821855,1
821856,1
821857,1
821858,1
821859,1
821860,1
821861,1
821862,1
821863,1
821864,1
821865,1
821866,1
821867,1
821868,1
821869,1
821870,1
821871,1
821872,1
821873,1
821874,1
821875,1
821876,1
821877,1
821878,1
821879,1
821880,1
821881,1
821882,1
821883,1
821884,1
821885,1
821886,1
821887,1
821888,1
821889,1
821890,1
821891,1
821892,1
821893,1
821894,1
821895,1
821896,1
821897,1
821898,1
821899,1
821900,1
821901,1
821902,1
821903,1
821904,1
821905,1
821906,1
821907,1
821908,1
821909,1
821910,1
821911,1
821912,1
821913,1
821914,1
821915,1
821916,1
821917,1
821918,1
821919,1
821920,1
821921,1
821922,1
821923,1
821924,1
821925,1
821926,1
821927,1
821928,1
821929,1
821930,1
821931,1
821932,1
821933,1
821934,1
821935,1
821936,1
821937,1
821938,1
821939,1
821940,1
821941,1
821942,1
821943,1
821944,1
821945,1
821946,1
821947,1
821948,1
821949,1
821950,1
821951,1
821952,1
821953,1
821954,1
821955,1
825467,1
825471,1
825472,1
825473,1
825474,1
825475,1
825476,1
825477,1
825478,1
825479,1
825480,1
825481,1
825482,1
825483,1
825484,1
825485,1
825486,1
825487,1
825488,1
825489,1
825490,1
825491,1
825492,1
825493,1
825494,1
825495,1
825496,1
825497,1
825498,1
825499,1
825500,1
825501,1
825502,1
825503,1
825504,1
825505,1
825506,1
825507,1
825508,1
825509,1
825510,1
825511,1
825512,1
825513,1
825514,1
825515,1
825516,1
825517,1
825518,1
825519,1
825520,1
825521,1
825522,1
825523,1
825524,1
825525,1
825526,1
825527,1
825528,1
825529,1
825530,1
825531,1
825532,1
825533,1
825534,1
825535,1
825536,1
825537,1
825538,1
825539,1
825540,1
825541,1
825542,1
825543,1
825544,1
825545,1
825546,1
825547,1
825548,1
825549,1
825550,1
825551,1
825552,1
825553,1
825554,1
825555,1
825556,1
825557,1
825558,1
825559,1
825560,1
825561,1
825562,1
825563,1
825564,1
825565,1
825566,1
825567,1
825568,1
825569,1
825570,1
825571,1
825572,1
825592,1
829088,1
829089,1
829090,1
829091,1
829092,1
829093,1
829094,1
829095,1
829097,1
829098,1
829099,1
829100,1
829101,1
829102,1
829103,1
829104,1
829105,1
829106,1
829107,1
829108,1
829109,1
829110,1
829111,1
829112,1
829113,1
829114,1
829115,1
829116,1
829117,1
829118,1
829119,1
829120,1
829121,1
829122,1
829123,1
829124,1
829125,1
829126,1
829127,1
829128,1
829129,1
829130,1
829131,1
829132,1
829133,1
829134,1
829135,1
829136,1
829137,1
829138,1
829139,1
829140,1
829141,1
829142,1
829143,1
829144,1
829145,1
829146,1
829147,1
829148,1
829149,1
829150,1
829151,1
829152,1
829153,1
829154,1
829155,1
829156,1
829157,1
829158,1
829159,1
829160,1
829161,1
829162,1
829163,1
829164,1
829165,1
829166,1
829167,1
829168,1
829169,1
829170,1
829171,1
829172,1
829173,1
829174,1
829175,1
829176,1
829177,1
829178,1
829179,1
829180,1
829181,1
829182,1
829183,1
829184,1
829185,1
829186,1
829187,1
829188,1
829197,1
829207,1
832703,1
832704,1
832705,1
832706,1
832707,1
832708,1
832709,1
832710,1
832711,1
832712,1
832713,1
832714,1
832715,1
832716,1
832717,1
832718,1
832719,1
832720,1
832721,1
832722,1
832723,1
832724,1
832725,1
832726,1
832727,1
832728,1
832729,1
832730,1
832731,1
832732,1
832733,1
832734,1
832735,1
832736,1
832737,1
832738,1
832739,1
832740,1
832741,1
832742,1
832743,1
832744,1
832745,1
832746,1
832747,1
832748,1
832749,1
832750,1
832751,1
832752,1
832753,1
832754,1
832755,1
832756,1
832757,1
832758,1
832759,1
832760,1
832761,1
832762,1
832763,1
832764,1
832765,1
832766,1
832767,1
832768,1
832769,1
832770,1
832771,1
832772,1
832773,1
832774,1
832775,1
832776,1
832777,1
832778,1
832779,1
832780,1
832781,1
832782,1
832783,1
832784,1
832785,1
832786,1
832787,1
832788,1
832789,1
832790,1
832791,1
832792,1
832793,1
832794,1
832795,1
832796,1
832797,1
832798,1
832799,1
832800,1
832801,1
832802,1
832803,1
832804,1
832814,1
832817,1
832823,1
836318,1
836319,1
836320,1
836321,1
836322,1
836323,1
836324,1
836325,1
836326,1
836327,1
836328,1
836329,1
836330,1
836331,1
836332,1
836333,1
836334,1
836335,1
836336,1
836337,1
836338,1
836339,1
836340,1
836341,1
836342,1
836343,1
836344,1
836345,1
836346,1
836347,1
836348,1
836349,1
836350,1
836351,1
836352,1
836353,1
836354,1
836355,1
836356,1
836357,1
836358,1
836359,1
836360,1
836361,1
836362,1
836363,1
836364,1
836365,1
836366,1
836367,1
836368,1
836369,1
836370,1
836371,1
836372,1
836373,1
836374,1
836375,1
836376,1
836377,1
836378,1
836379,1
836380,1
836381,1
836382,1
836383,1
836384,1
836385,1
836386,1
836387,1
836388,1
836389,1
836390,1
836391,1
836392,1
836393,1
836394,1
836395,1
836396,1
836397,1
836398,1
836399,1
836400,1
836401,1
836402,1
836403,1
836404,1
836405,1
836406,1
836407,1
836408,1
836409,1
836410,1
836411,1
836412,1
836413,1
836414,1
836415,1
836416,1
836417,1
836418,1
836419,1
836420,1
836431,1
836432,1
836433,1
836439,1
836440,1
839931,1
839932,1
839933,1
839934,1
839935,1
839936,1
839937,1
839938,1
839939,1
839940,1
839941,1
839942,1
839943,1
839944,1
839945,1
839946,1
839947,1
839948,1
839949,1
839950,1
839951,1
839952,1
839953,1
839954,1
839955,1
839956,1
839957,1
839958,1
839959,1
839960,1
839961,1
839962,1
839963,1
839964,1
839965,1
839966,1
839967,1
839968,1
839969,1
839970,1
839971,1
839972,1
839973,1
839974,1
839975,1
839976,1
839977,1
839978,1
839979,1
839980,1
839981,1
839982,1
839983,1
839984,1
839985,1
839986,1
839987,1
839988,1
839989,1
839990,1
839991,1
839992,1
839993,1
839994,1
839995,1
839996,1
839997,1
839998,1
839999,1
840000,1
840001,1
840002,1
840003,1
840004,1
840005,1
840006,1
840007,1
840008,1
840009,1
840010,1
840011,1
840012,1
840013,1
840014,1
840015,1
840016,1
840017,1
840018,1
840019,1
840020,1
840021,1
840022,1
840023,1
840024,1
840025,1
840026,1
840027,1
840028,1
840029,1
840030,1
840031,1
840032,1
840033,1
840034,1
840035,1
840036,1
840037,1
840047,1
840048,1
840054,1
840055,1
843544,1
843545,1
843546,1
843547,1
843548,1
843549,1
843550,1
843551,1
843552,1
843555,1
843556,1
843557,1
843558,1
843559,1
843560,1
843561,1
843562,1
843563,1
843564,1
843565,1
843566,1
843567,1
843568,1
843569,1
843570,1
843571,1
843572,1
843573,1
