cell_id,presence
3843192,1
3843193,1
3846808,1
3846809,1
3850424,1
3850425,1
3854041,1
3857657,1
3857658,1
3857659,1
3861274,1
3861275,1
3864890,1
3864891,1
3868507,1
3868508,1
3872123,1
3875739,1
3875740,1
3879356,1
3882973,1
3886590,1
3890206,1
3890207,1
3893822,1
3893823,1
3893824,1
3897438,1
3897439,1
3897440,1
3897441,1
3901055,1
3901056,1
3901057,1
3904672,1
3904673,1
3904674,1
3908289,1
3908290,1
3911906,1
3911907,1
3915523,1
3915524,1
3919140,1
3919141,1
3922756,1
3922757,1
3922758,1
3926373,1
3926374,1
3926375,1
3929990,1
3929991,1
3933606,1
3933607,1
3933608,1
3937223,1
3937224,1
3937225,1
3940839,1
3940840,1
3940841,1
3940842,1
3944456,1
3944457,1
3944458,1
3948072,1
3948073,1
3948074,1
3948075,1
3951688,1
3951689,1
3951690,1
3951691,1
3951692,1
3955304,1
3955305,1
3955306,1
3955307,1
3955308,1
3955309,1
3958920,1
3958921,1
3958922,1
3958923,1
3958924,1
3958925,1
3962536,1
3962537,1
3962538,1
3962539,1
3962540,1
3962541,1
3962542,1
3966152,1
3966153,1
3966154,1
3966155,1
3966156,1
3966157,1
3966158,1
3966159,1
3969768,1
3969769,1
3969770,1
3969771,1
3969772,1
3969773,1
3969774,1
3969775,1
3973384,1
3973385,1
3973386,1
3973387,1
3973388,1
3973389,1
3973390,1
3973391,1
3973392,1
3977000,1
3977001,1
3977002,1
3977003,1
3977004,1
3977005,1
3977006,1
3977007,1
3977008,1
3977009,1
3980616,1
3980617,1
3980618,1
3980619,1
3980620,1
3980621,1
3980622,1
3980623,1
3980624,1
3980625,1
3984232,1
3984233,1
3984234,1
3984235,1
3984236,1
3984237,1
3984238,1
3984239,1
3984240,1
3984241,1
3987848,1
3987849,1
3987850,1
3987851,1
3987852,1
3987853,1
3987854,1
3987855,1
3987856,1
3987857,1
3991464,1
3991465,1
3991466,1
3991467,1
3991468,1
3991469,1
3991470,1
3991471,1
3991472,1
3991473,1
3991474,1
3991475,1
3995081,1
3995082,1
3995083,1
3995084,1
3995085,1
3995086,1
3995087,1
3995088,1
3995089,1
3995090,1
3995091,1
3995092,1
3998697,1
3998698,1
3998699,1
3998700,1
3998701,1
3998702,1
3998703,1
3998704,1
3998705,1
3998706,1
3998707,1
3998708,1
3998709,1
4002313,1
4002314,1
4002315,1
4002316,1
4002317,1
4002318,1
4002319,1
4002320,1
4002321,1
4002322,1
4002323,1
4002324,1
4002325,1
4002326,1
4005929,1
4005930,1
4005931,1
4005932,1
4005933,1
4005934,1
4005935,1
4005936,1
4005937,1
4005938,1
4005939,1
4005940,1
4005941,1
4005942,1
4005943,1
4009546,1
4009547,1
4009548,1
4009549,1
4009550,1
4009551,1
4009552,1
4009553,1
4009554,1
4009555,1
4009556,1
4009557,1
4009558,1
4009559,1
4009560,1
4013162,1
4013163,1
4013164,1
4013165,1
4013166,1
4013167,1
4013168,1
4013169,1
4013170,1
4013171,1
4013172,1
4013173,1
4013174,1
4013175,1
4013176,1
4013177,1
4016778,1
4016779,1
4016780,1
4016781,1
4016782,1
4016783,1
4016784,1
4016785,1
4016786,1
4016787,1
4016788,1
4016789,1
4016790,1
4016791,1
4016792,1
4016793,1
4016794,1
4020394,1
4020395,1
4020396,1
4020397,1
4020398,1
4020399,1
4020400,1
4020401,1
4020402,1
4020403,1
4020404,1
4020405,1
4020406,1
4020407,1
4020408,1
4020409,1
4020410,1
4020411,1
4024010,1
4024011,1
4024012,1
4024013,1
4024014,1
4024015,1
4024016,1
4024017,1
4024018,1
4024019,1
4024020,1
4024021,1
4024022,1
4024023,1
4024024,1
4024025,1
4024026,1
4024027,1
4024028,1
4027627,1
4027628,1
4027629,1
4027630,1
4027631,1
4027632,1
4027633,1
4027634,1
4027635,1
4027636,1
4027637,1
4027638,1
4027639,1
4027640,1
4027641,1
4027642,1
4027643,1
4027644,1
4027645,1
4031243,1
4031244,1
4031245,1
4031246,1
4031247,1
4031248,1
4031249,1
4031250,1
4031251,1
4031252,1
4031253,1
4031254,1
4031255,1
4031256,1
4031257,1
4031258,1
4031259,1
4031260,1
4031261,1
4031262,1
4034860,1
4034861,1
4034862,1
4034863,1
4034864,1
4034865,1
4034866,1
4034867,1
4034868,1
4034869,1
4034870,1
4034871,1
4034872,1
4034873,1
4034874,1
4034875,1
4034876,1
4034877,1
4034878,1
4038477,1
4038478,1
4038479,1
4038480,1
4038481,1
4038482,1
4038483,1
4038484,1
4038485,1
4038486,1
4038487,1
4038488,1
4038489,1
4038490,1
4038491,1
4038492,1
4038493,1
4038494,1
4038495,1
4042094,1
4042095,1
4042096,1
4042097,1
4042098,1
4042099,1
4042100,1
4042101,1
4042102,1
4042103,1
4042104,1
4042105,1
4042106,1
4042107,1
4042108,1
4042109,1
4042110,1
4042111,1
4042112,1
4045711,1
4045712,1
4045713,1
4045714,1
4045715,1
4045716,1
4045717,1
4045718,1
4045719,1
4045720,1
4045721,1
4045722,1
4045723,1
4045724,1
4045725,1
4045726,1
4045727,1
4045728,1
4045729,1
4049328,1
4049329,1
4049330,1
4049331,1
4049332,1
4049333,1
4049334,1
4049335,1
4049336,1
4049337,1
4049338,1
4049339,1
4049340,1
4049341,1
4049342,1
4049343,1
4049344,1
4049345,1
4049346,1
4052945,1
4052946,1
4052947,1
4052948,1
4052949,1
4052950,1
4052951,1
4052952,1
4052953,1
4052954,1
4052955,1
4052956,1
4052957,1
4052958,1
4052959,1
4052960,1
4052961,1
4052962,1
4052963,1
4056561,1
4056562,1
4056563,1
4056564,1
4056565,1
4056566,1
4056567,1
4056568,1
4056569,1
4056570,1
4056571,1
4056572,1
4056573,1
4056574,1
4056575,1
4056576,1
4056577,1
4056578,1
4056579,1
4056580,1
4060178,1
4060179,1
4060180,1
4060181,1
4060182,1
4060183,1
4060184,1
4060185,1
4060186,1
4060187,1
4060188,1
4060189,1
4060190,1
4060191,1
4060192,1
4060193,1
4060194,1
4060195,1
4060196,1
4060197,1
4063795,1
4063796,1
4063797,1
4063798,1
4063799,1
4063800,1
4063801,1
4063802,1
4063803,1
4063804,1
4063805,1
4063806,1
4063807,1
4063808,1
4063809,1
4063810,1
4063811,1
4063812,1
4063813,1
4063814,1
4067412,1
4067413,1
4067414,1
4067415,1
4067416,1
4067417,1
4067418,1
4067419,1
4067420,1
4067421,1
4067422,1
4067423,1
4067424,1
4067425,1
4067426,1
4067427,1
4067428,1
4067429,1
4067430,1
4067431,1
4071029,1
4071030,1
4071031,1
4071032,1
4071033,1
4071034,1
4071035,1
4071036,1
4071037,1
4071038,1
4071039,1
4071040,1
4071041,1
4071042,1
4071043,1
4071044,1
4071045,1
4071046,1
4071047,1
4071048,1
4074646,1
4074647,1
4074648,1
4074649,1
4074650,1
4074651,1
4074652,1
4074653,1
4074654,1
4074655,1
4074656,1
4074657,1
4074658,1
4074659,1
4074660,1
4074661,1
4074662,1
4074663,1
4074664,1
4074665,1
4078263,1
4078264,1
4078265,1
4078266,1
4078267,1
4078268,1
4078269,1
4078270,1
4078271,1
4078272,1
4078273,1
4078274,1
4078275,1
4078276,1
4078277,1
4078278,1
4078279,1
4078280,1
4078281,1
4078282,1
4081880,1
4081881,1
4081882,1
4081883,1
4081884,1
4081885,1
4081886,1
4081887,1
4081888,1
4081889,1
4081890,1
4081891,1
4081892,1
4081893,1
4081894,1
4081895,1
4081896,1
4081897,1
4081898,1
4081899,1
4081900,1
4085496,1
4085497,1
4085498,1
4085499,1
4085500,1
4085501,1
4085502,1
4085503,1
4085504,1
4085505,1
4085506,1
4085507,1
4085508,1
4085509,1
4085510,1
4085511,1
4085512,1
4085513,1
4085514,1
4085515,1
4085516,1
4085517,1
4089113,1
4089114,1
4089115,1
4089116,1
4089117,1
4089118,1
4089119,1
4089120,1
4089121,1
4089122,1
4089123,1
4089124,1
4089125,1
4089126,1
4089127,1
4089128,1
4089129,1
4089130,1
4089131,1
4089132,1
4089133,1
4089134,1
4092730,1
4092731,1
4092732,1
4092733,1
4092734,1
4092735,1
4092736,1
4092737,1
4092738,1
4092739,1
4092740,1
4092741,1
4092742,1
4092743,1
4092744,1
4092745,1
4092746,1
4092747,1
4092748,1
4092749,1
4092750,1
4092751,1
4092752,1
4096347,1
4096348,1
4096349,1
4096350,1
4096351,1
4096352,1
4096353,1
4096354,1
4096355,1
4096356,1
4096357,1
4096358,1
4096359,1
4096360,1
4096361,1
4096362,1
4096363,1
4096364,1
4096365,1
4096366,1
4096367,1
4096368,1
4096369,1
4099964,1
4099965,1
4099966,1
4099967,1
4099968,1
4099969,1
4099970,1
4099971,1
4099972,1
4099973,1
4099974,1
4099975,1
4099976,1
4099977,1
4099978,1
4099979,1
4099980,1
4099981,1
4099982,1
4099983,1
4099984,1
4099985,1
4099986,1
4103581,1
4103582,1
4103583,1
4103584,1
4103585,1
4103586,1
4103587,1
4103588,1
4103589,1
4103590,1
4103591,1
4103592,1
4103593,1
4103594,1
4103595,1
4103596,1
4103597,1
4103598,1
4103599,1
4103600,1
4103601,1
4103602,1
4103603,1
4103604,1
4107198,1
4107199,1
4107200,1
4107201,1
4107202,1
4107203,1
4107204,1
4107205,1
4107206,1
4107207,1
4107208,1
4107209,1
4107210,1
4107211,1
4107212,1
4107213,1
4107214,1
4107215,1
4107216,1
4107217,1
4107218,1
4107219,1
4107220,1
4107221,1
4107222,1
4110816,1
4110817,1
4110818,1
4110819,1
4110820,1
4110821,1
4110822,1
4110823,1
4110824,1
4110825,1
4110826,1
4110827,1
4110828,1
4110829,1
4110830,1
4110831,1
4110832,1
4110833,1
4110834,1
4110835,1
4110836,1
4110837,1
4110838,1
4110839,1
4110840,1
4114433,1
4114434,1
4114435,1
4114436,1
4114437,1
4114438,1
4114439,1
4114440,1
4114441,1
4114442,1
4114443,1
4114444,1
4114445,1
4114446,1
4114447,1
4114448,1
4114449,1
4114450,1
4114451,1
4114452,1
4114453,1
4114454,1
4114455,1
4114456,1
4114457,1
4118050,1
4118051,1
4118052,1
4118053,1
4118054,1
4118055,1
4118056,1
4118057,1
4118058,1
4118059,1
4118060,1
4118061,1
4118062,1
4118063,1
4118064,1
4118065,1
4118066,1
4118067,1
4118068,1
4118069,1
4118070,1
4118071,1
4118072,1
4118073,1
4118074,1
4118075,1
4121668,1
4121669,1
4121670,1
4121671,1
4121672,1
4121673,1
4121674,1
4121675,1
4121676,1
4121677,1
4121678,1
4121679,1
4121680,1
4121681,1
4121682,1
4121683,1
4121684,1
4121685,1
4121686,1
4121687,1
4121688,1
4121689,1
4121690,1
4121691,1
4121692,1
4125285,1
4125286,1
4125287,1
4125288,1
4125289,1
4125290,1
4125291,1
4125292,1
4125293,1
4125294,1
4125295,1
4125296,1
4125297,1
4125298,1
4125299,1
4125300,1
4125301,1
4125302,1
4125303,1
4125304,1
4125305,1
4125306,1
4125307,1
4125308,1
4125309,1
4125310,1
4128903,1
4128904,1
4128905,1
4128906,1
4128907,1
4128908,1
4128909,1
4128910,1
4128911,1
4128912,1
4128913,1
4128914,1
4128915,1
4128916,1
4128917,1
4128918,1
4128919,1
4128920,1
4128921,1
4128922,1
4128923,1
4128924,1
4128925,1
4128926,1
4128927,1
4132521,1
