cell_id,presence
1690910,1
1690911,1
1694525,1
1694526,1
1694527,1
1694528,1
1694529,1
1698138,1
1698139,1
1698140,1
1698141,1
1698142,1
1698143,1
1698144,1
1698145,1
1698146,1
1698147,1
1701754,1
1701755,1
1701756,1
1701757,1
1701758,1
1701759,1
1701760,1
1701761,1
1701762,1
1701763,1
1701764,1
1701765,1
1705370,1
1705371,1
1705372,1
1705373,1
1705374,1
1705375,1
1705376,1
1705377,1
1705378,1
1705379,1
1705380,1
1705381,1
1705382,1
1705383,1
1708986,1
1708987,1
1708988,1
1708989,1
1708990,1
1708991,1
1708992,1
1708993,1
1708994,1
1708995,1
1708996,1
1708997,1
1708998,1
1708999,1
1709000,1
1709001,1
1712600,1
1712601,1
1712602,1
1712603,1
1712604,1
1712605,1
1712606,1
1712607,1
1712608,1
1712609,1
1712610,1
1712611,1
1712612,1
1712613,1
1712614,1
1712615,1
1712616,1
1712617,1
1712618,1
1712619,1
1716221,1
1716222,1
1716223,1
1716224,1
1716225,1
1716226,1
1716227,1
1716228,1
1716229,1
1716230,1
1716231,1
1716232,1
1716233,1
1716234,1
1716235,1
1716236,1
1719838,1
1719839,1
1719840,1
1719841,1
1719842,1
1719843,1
1719844,1
1719845,1
1719846,1
1719847,1
1719848,1
1719849,1
1719850,1
1719851,1
1719852,1
1719853,1
1719854,1
1723456,1
1723457,1
1723458,1
1723459,1
1723460,1
1723461,1
1723462,1
1723463,1
1723464,1
1723465,1
1723466,1
1723467,1
1723468,1
1723469,1
1723470,1
1727074,1
1727075,1
1727076,1
1727077,1
1727078,1
1727079,1
1727080,1
1727081,1
1727082,1
1727083,1
1727084,1
1727085,1
1730691,1
1730692,1
1730693,1
1730694,1
1730695,1
1730696,1
1730697,1
1730698,1
1730699,1
1730700,1
1730701,1
1734309,1
1734310,1
1734311,1
1734312,1
1734313,1
1734314,1
1734315,1
1734316,1
1734317,1
1737927,1
1737928,1
1737929,1
