cell_id,therm_prs
4603687,0.01205
4610920,0
4618153,0
4621769,0.0444
4621770,0.00848
4625386,0
4629002,0.05323
4629003,0
4632619,0
4632620,0
4636235,0.0761
4636236,0
4636237,0
4639852,0
4639853,0
4639854,0
4643468,0.09948
4643469,0
4643470,0
4643471,0
4647084,0.20906
4647085,0
4647086,0
4647087,0
4650701,0.09041
4650702,0
4650703,0
4650704,0
4654317,0.21702
4654318,0.01432
4654319,0
4654320,0
4654321,0
4657934,0.13059
4657935,0
4657936,0
4657937,0
4661550,0.24609
4661551,0.07349
4661552,0
4661553,0
4661554,0
4661695,0
4661696,0
4661697,0
4665171,0
4665301,0
4665302,0
4665303,0
4665304,0
4665305,0
4665306,0
4665307,0
4665310,0
4665311,0
4665312,0
4665313,0
4665314,0
4665315,0
4668787,0
4668788,0
4668910,0
4668911,0
4668912,0
4668913,0
4668914,0
4668915,0
4668916,0
4668917,0
4668918,0
4668919,0
4668920,0
4668921,0
4668922,0
4668923,0
4668924,0
4668925,0
4668926,0
4668927,0
4668928,0
4668929,0
4668930,0
4668931,0
4668932,0
4672404,0
4672405,0
4672524,0
4672525,0
4672526,0
4672527,0
4672528,0
4672529,0
4672530,0
4672531,0
4672532,0
4672533,0
4672534,0
4672535,0
4672536,0
4672537,0
4672538,0
4672539,0
4672540,0
4672541,0
4672542,0
4672543,0
4672544,0
4672545,0
4672546,0
4672547,0
4672548,0
4676020,0
4676021,0
4676022,0
4676139,0
4676140,0
4676141,0
4676142,0
4676143,0
4676144,0
4676145,0
4676146,0
4676147,0
4676148,0
4676149,0
4676150,0
4676151,0
4676152,0
4676153,0
4676154,0
4676155,0
4676156,0
4676157,0
4676158,0
4676159,0
4676160,0
4676161,0
4676162,0
4676163,0
4676164,0
4679637,0
4679638,0
4679754,0
4679755,0
4679756,0
4679757,0
4679758,0
4679759,0
4679760,0
4679761,0
4679762,0
4679763,0
4679764,0
4679765,0
4679766,0
4679767,0
4679768,0
4679769,0
4679770,0
4679771,0
4679772,0
4679773,0
4679774,0
4679775,0
4679776,0
4679777,0
4679778,0
4679779,0
4679780,0
4683253,0
4683254,0
4683255,0
4683371,0
4683372,0
4683373,0
4683374,0
4683375,0
4683376,0
4683377,0
4683378,0
4683379,0
4683380,0
4683381,0
4683382,0
4683383,0
4683384,0
4683385,0
4683386,0
4683387,0
4683388,0
4683389,0
4683390,0
4683391,0
4683392,0
4683393,0
4683394,0
4683395,0
4683396,0
4683397,0
4686869,0
4686870,0
4686871,0
4686980,0
4686981,0
4686982,0
4686983,0
4686984,0
4686985,0
4686986,0
4686987,0
4686988,0
4686989,0
4686990,0
4686991,0
4686992,0
4686993,0
4686994,0
4686995,0
4686996,0
4686997,0
4686998,0
4686999,0
4687000,0
4687001,0
4687002,0
4687003,0
4687004,0
4687005,0
4687006,0
4687007,0
4687008,0
4687009,0
4687010,0
4687011,0
4687012,0
4687013,0
4687014,0
4687015,0
4687016,0
4687017,0
4687018,0
4690486,0
4690487,0
4690488,0
4690594,0
4690595,0
4690596,0
4690597,0
4690598,0
4690599,0
4690600,0
4690601,0
4690602,0
4690603,0
4690604,0
4690605,0
4690606,0
4690607,0
4690608,0
4690609,0
4690610,0
4690611,0
4690612,0
4690613,0
4690614,0
4690615,0
4690616,0
4690617,0
4690618,0
4690619,0
4690620,0
4690621,0
4690622,0
4690623,0
4690624,0
4690625,0
4690626,0
4690627,0
4690628,0
4690629,0
4690630,0
4690631,0
4690632,0
4690633,0
4690634,0
4694102,0
4694103,0
4694104,0
4694196,0
4694197,0
4694198,0
4694199,0
4694207,0
4694208,0
4694209,0
4694210,0
4694211,0
4694212,0
4694213,0
4694214,0
4694215,0
4694216,0
4694217,0
4694218,0
4694219,0
4694220,0
4694221,0
4694222,0
4694223,0
4694224,0
4694225,0
4694226,0
4694227,0
4694228,0
4694229,0
4694230,0
4694231,0
4694232,0
4694233,0
4694234,0
4694235,0
4694236,0
4694237,0
4694238,0
4694239,0
4694240,0
4694241,0
4694242,0
4694243,0
4694244,0
4694245,0
4694246,0
4694247,0
4694248,0
4694249,0
4694250,0
4697718,0
4697719,0
4697720,0
4697811,0
4697812,0
4697813,0
4697814,0
4697815,0
4697816,0
4697817,0
4697818,0
4697819,0
4697820,0
4697821,0
4697822,0
4697823,0
4697824,0
4697825,0
4697826,0
4697827,0
4697828,0
4697829,0
4697830,0
4697831,0
4697832,0
4697833,0
4697834,0
4697835,0
4697836,0
4697837,0
4697838,0
4697839,0
4697840,0
4697841,0
4697842,0
4697843,0
4697844,0
4697845,0
4697846,0
4697847,0
4697848,0
4697849,0
4697850,0
4697851,0
4697852,0
4697853,0
4697854,0
4697855,0
4697856,0
4697857,0
4697858,0
4697859,0
4697860,0
4697861,0
4697862,0
4697863,0
4697864,0
4697865,0
4697866,0
4701335,0
4701336,0
4701337,0
4701426,0
4701427,0
4701428,0
4701429,0
4701430,0
4701431,0
4701432,0
4701433,0
4701434,0
4701435,0
4701436,0
4701437,0
4701438,0
4701439,0
4701440,0
