cell_id,therm_prs
186329,0
186330,0
186331,0
186332,0
186333,0
186334,0
186335,0
186336,0
186337,0
186338,0
186339,0
186340,0
186341,0
186342,0
186343,0
186344,0
186345,0
186346,0
186347,0
186348,0
186349,0
186429,0
189936,0
189937,0
189938,0
189939,0
189940,0
189941,0
189942,0
189949,0
189950,0
189951,0
189952,0
189953,0
189954,0
189955,0
189956,0
189957,0
189959,0
189960,0
189961,0
189962,0
189963,0
189964,0
189965,0
189966,0
190048,0
193554,0
193555,0
193556,0
193557,0
193558,0
193559,0
193562,0
193564,0
193565,0
193566,0
193567,0
193568,0
193569,0
193570,0
193571,0
193572,0
193573,0
193580,0
193581,0
193582,0
193583,0
193584,0
193666,0
193667,0
197165,0
197166,0
197167,0
197168,0
197169,0
197170,0
197171,0
197172,0
197173,0
197174,0
197175,0
197178,0
197179,0
197182,0
197183,0
197184,0
197185,0
197186,0
197187,0
197188,0
197189,0
197216,0
197217,0
197291,0
197292,0
197293,0
197294,0
200779,0
200780,0
200781,0
200782,0
200783,0
200784,0
200785,0
200786,0
200787,0
200788,0
200789,0
200790,0
200791,0
200792,0
200793,0
200794,0
200795,0
200796,0
200797,0
200800,0
200802,0
200803,0
200804,0
200805,0
200806,0
200810,0
200811,0
200812,0
200813,0
200814,0
200815,0
200816,0
200832,0
200833,0
200834,0
200835,0
200910,0
200911,0
200912,0
204397,0
204398,0
204399,0
204401,0
204402,0
204403,0
204404,0
204405,0
204406,0
204407,0
204408,0
204409,0
204411,0
204412,0
204413,0
204414,0
204421,0
204422,0
204423,0
204424,0
204425,0
204426,0
204427,0
204428,0
204429,0
204430,0
204431,0
204432,0
204433,0
204434,0
204448,0
204449,0
204450,0
208014,0
208015,0
208016,0
208020,0
208021,0
208023,0
208024,0
208025,0
208026,0
208029,0
208030,0
208031,0
208032,0
208037,0
208038,0
208039,0
208041,0
208042,0
208043,0
208044,0
208045,0
208046,0
208047,0
208048,0
208049,0
208065,0
208066,0
211631,0
211632,0
211633,0
211635,0
211636,0
211642,0
211647,0
211648,0
211649,0
211650,0
211655,0
211656,0
211659,0
211660,0
211661,0
211662,0
211663,0
211664,0
211665,0
211666,0
211667,0
211668,0
211669,0
211670,0
211671,0
211672,0
211673,0
211678,0
211679,0
211680,0
211681,0
211682,0
211683,0
211752,0
211753,0
215249,0
215250,0
215251,0
215252,0
215253,0
215254,0
215260,0
215266,0
215267,0
215268,0
215276,0
215277,0
215278,0
215279,0
215280,0
215281,0
215282,0
215283,0
215284,0
215285,0
215286,0
215287,0
215288,0
215289,0
215290,0
215291,0
215292,0
215293,0
215294,0
215295,0
215296,0
215297,0
215298,0
215299,0
215370,0
215371,0
218863,0
218864,0
218865,0
218866,0
218867,0
218868,0
218869,0
218870,0
218871,0
218872,0
218883,0
218884,0
218885,0
218886,0
218897,0
218898,0
218899,0
218900,0
218901,0
218902,0
218903,0
218904,0
218905,0
218906,0
218907,0
218908,0
218909,0
218910,0
218911,0
218912,0
222180,0
222204,0
222205,0
222482,0
222483,0
222484,0
222485,0
222486,0
222487,0
222488,0
222489,0
222502,0
222503,0
222504,0
222517,0
222518,0
222519,0
222520,0
222521,0
222522,0
222523,0
222539,0
222540,0
222543,0
222544,0
222545,0
222546,0
222547,0
225819,0
225820,0
226099,0
226100,0
226101,0
226102,0
226103,0
226104,0
226105,0
226115,0
226116,0
226117,0
226118,0
226121,0
226122,0
226139,0
226140,0
226155,0
226156,0
226157,0
226158,0
226159,0
226160,0
226161,0
226162,0
226163,0
226164,0
226165,0
229717,0
229718,0
229719,0
229720,0
229721,0
229722,0
229723,0
229724,0
229731,0
229732,0
229733,0
229734,0
229735,0
229738,0
229739,0
229740,0
229750,0
229751,0
229752,0
229753,0
229754,0
229755,0
229756,0
229757,0
229758,0
229759,0
229760,0
229773,0
229774,0
229775,0
229776,0
233024,0
233025,0
233036,0
233037,0
233038,0
233039,0
233339,0
233340,0
233342,0
233343,0
233349,0
233350,0
233351,0
233352,0
233353,0
233354,0
233355,0
233356,0
233357,0
233365,0
233366,0
233367,0
233368,0
233369,0
233370,0
233371,0
233372,0
233376,0
233377,0
233378,0
233379,0
233380,0
233381,0
233382,0
233584,0
233585,0
233681,0
236651,0
236652,0
236653,0
236956,0
236957,0
236960,0
236961,0
236965,0
236966,0
236967,0
236968,0
236969,0
236970,0
236971,0
236972,0
236973,0
236974,0
236975,0
