species,stressor,vuln,iucn_sid,src,map_f
mesoplodon ginkgodens,eutrophication_nutrient_pollution,0.10843,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,habitat_loss_degradation,0.21218,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,inorganic_pollution,0.21456,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,invasive_species,0.23734,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,light_pollution,0.31566,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,marine_heat_waves,0.15259,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,noise_pollution,0.35556,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,oceanographic,0.03947,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,organic_pollution,0.29258,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,plastic_pollution_microplastic,0.0551,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,poisons_toxins,0.04222,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,salinity,0.03776,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,sedimentation,0.19942,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,sea_level_rise,0.07832,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,sst_rise,0.7751,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,storm_disturbance,0.20849,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon ginkgodens,wildlife_strike,0.41601,127827012,am,species_ranges/am_spp_mol_mesoplodon_ginkgodens.csv
mesoplodon grayi,air_temp,0.26202,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,biomass_removal,0.7751,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,bycatch,0.62193,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,entanglement_macroplastic,0.26093,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,eutrophication_nutrient_pollution,0.10843,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,habitat_loss_degradation,0.21218,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,inorganic_pollution,0.21456,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,invasive_species,0.23734,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,light_pollution,0.31566,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,marine_heat_waves,0.15259,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,noise_pollution,0.35556,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,oceanographic,0.03947,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,organic_pollution,0.29258,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,plastic_pollution_microplastic,0.0551,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,poisons_toxins,0.04222,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,salinity,0.03776,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,sedimentation,0.19942,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,sea_level_rise,0.07832,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,sst_rise,0.7751,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,storm_disturbance,0.20849,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon grayi,wildlife_strike,0.41601,13247,iucn,species_ranges/iucn_spp_mol_13247.csv
mesoplodon hectori,air_temp,0.26202,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,biomass_removal,0.7751,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,bycatch,0.62193,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,entanglement_macroplastic,0.26093,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,eutrophication_nutrient_pollution,0.10843,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,habitat_loss_degradation,0.21218,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,inorganic_pollution,0.21456,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,invasive_species,0.23734,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,light_pollution,0.31566,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,marine_heat_waves,0.15259,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,noise_pollution,0.35556,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,oceanographic,0.03947,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,organic_pollution,0.29258,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,plastic_pollution_microplastic,0.0551,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,poisons_toxins,0.04222,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,salinity,0.03776,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,sedimentation,0.19942,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,sea_level_rise,0.07832,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,sst_rise,0.7751,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,storm_disturbance,0.20849,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon hectori,wildlife_strike,0.41601,13248,am,species_ranges/am_spp_mol_mesoplodon_hectori.csv
mesoplodon layardii,air_temp,0.26202,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,biomass_removal,0.7751,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,bycatch,0.62193,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,entanglement_macroplastic,0.26093,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,eutrophication_nutrient_pollution,0.10843,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,habitat_loss_degradation,0.21218,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,inorganic_pollution,0.21456,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,invasive_species,0.23734,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,light_pollution,0.31566,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,marine_heat_waves,0.15259,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,noise_pollution,0.35556,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,oceanographic,0.03947,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,organic_pollution,0.29258,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,plastic_pollution_microplastic,0.0551,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,poisons_toxins,0.04222,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,salinity,0.03776,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,sedimentation,0.19942,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,sea_level_rise,0.07832,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,sst_rise,0.7751,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,storm_disturbance,0.20849,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon layardii,wildlife_strike,0.41601,13249,iucn,species_ranges/iucn_spp_mol_13249.csv
mesoplodon mirus,air_temp,0,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,biomass_removal,0.77571,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,bycatch,0.69907,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,entanglement_macroplastic,0.50074,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,eutrophication_nutrient_pollution,0.2514,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,habitat_loss_degradation,0.21927,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,inorganic_pollution,0.2136,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,invasive_species,0,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,light_pollution,0.22945,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,marine_heat_waves,0.179,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,noise_pollution,0.51555,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,oceanographic,0.18529,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,organic_pollution,0.40792,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,plastic_pollution_microplastic,0.06983,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,poisons_toxins,0.05464,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,salinity,0.19013,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,sedimentation,0.16743,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,sea_level_rise,0,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,sst_rise,0.77571,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,storm_disturbance,0.27901,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon mirus,wildlife_strike,0.64573,13250,iucn,species_ranges/iucn_spp_mol_13250.csv
mesoplodon perrini,air_temp,0.26202,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,biomass_removal,0.7751,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,bycatch,0.68488,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,entanglement_macroplastic,0.3698,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,eutrophication_nutrient_pollution,0.10843,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,habitat_loss_degradation,0.21218,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,inorganic_pollution,0.20551,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,invasive_species,0.23734,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,light_pollution,0.31566,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,marine_heat_waves,0.15259,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,noise_pollution,0.35556,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,oceanographic,0.03947,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,organic_pollution,0.30464,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,plastic_pollution_microplastic,0.0551,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,poisons_toxins,0.04222,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,salinity,0.03776,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,sedimentation,0.18436,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,sea_level_rise,0.07832,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,sst_rise,0.7751,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,storm_disturbance,0.20849,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon perrini,wildlife_strike,0.44012,41759,iucn,species_ranges/iucn_spp_mol_41759.csv
mesoplodon peruvianus,air_temp,0.26202,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,biomass_removal,0.7751,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,bycatch,0.62193,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,entanglement_macroplastic,0.26093,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,eutrophication_nutrient_pollution,0.10843,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,habitat_loss_degradation,0.21218,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,inorganic_pollution,0.21456,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,invasive_species,0.23734,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,light_pollution,0.31566,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,marine_heat_waves,0.15259,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,noise_pollution,0.35556,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,oceanographic,0.03947,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,organic_pollution,0.29258,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,plastic_pollution_microplastic,0.0551,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,poisons_toxins,0.04222,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,salinity,0.03776,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,sedimentation,0.19942,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,sea_level_rise,0.07832,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,sst_rise,0.7751,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,storm_disturbance,0.20849,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon peruvianus,wildlife_strike,0.41601,13251,iucn,species_ranges/iucn_spp_mol_13251.csv
mesoplodon stejnegeri,air_temp,0,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,biomass_removal,0.77543,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,bycatch,0.69881,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,entanglement_macroplastic,0.39349,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,eutrophication_nutrient_pollution,0.19433,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,habitat_loss_degradation,0.14264,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,inorganic_pollution,0.1612,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,invasive_species,0,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,light_pollution,0.15668,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,marine_heat_waves,0.12943,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,noise_pollution,0.35566,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,oceanographic,0.15668,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,organic_pollution,0.31089,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,plastic_pollution_microplastic,0.05511,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,poisons_toxins,0.04224,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,salinity,0.14987,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,sedimentation,0.12942,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,sea_level_rise,0,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,sst_rise,0.77543,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,storm_disturbance,0.22234,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mesoplodon stejnegeri,wildlife_strike,0.44546,13252,iucn,species_ranges/iucn_spp_mol_13252.csv
mirounga angustirostris,air_temp,0.39329,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,biomass_removal,0.77481,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,bycatch,0.6217,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,entanglement_macroplastic,0.31084,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,eutrophication_nutrient_pollution,0.09712,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,habitat_loss_degradation,0.36969,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,inorganic_pollution,0.26971,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,invasive_species,0.58861,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,light_pollution,0.57616,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,marine_heat_waves,0.24378,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,noise_pollution,0.44091,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,oceanographic,0,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,organic_pollution,0.34114,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,plastic_pollution_microplastic,0.06407,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,poisons_toxins,0.04918,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,salinity,0,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,sedimentation,0.25873,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,sea_level_rise,0.19424,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,sst_rise,0.77481,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,storm_disturbance,0.262,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga angustirostris,wildlife_strike,0.51586,13581,iucn,species_ranges/iucn_spp_mol_13581.csv
mirounga leonina,air_temp,0.39329,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,biomass_removal,0.77481,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,bycatch,0.6217,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,entanglement_macroplastic,0.31084,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,eutrophication_nutrient_pollution,0.09712,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,habitat_loss_degradation,0.36969,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,inorganic_pollution,0.26971,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,invasive_species,0.58861,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,light_pollution,0.57616,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,marine_heat_waves,0.24378,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,noise_pollution,0.44091,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,oceanographic,0,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,organic_pollution,0.34114,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,plastic_pollution_microplastic,0.06407,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,poisons_toxins,0.04918,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,salinity,0,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,sedimentation,0.25873,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,sea_level_rise,0.19424,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,sst_rise,0.77481,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,storm_disturbance,0.262,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
mirounga leonina,wildlife_strike,0.51586,13583,iucn,species_ranges/iucn_spp_mol_13583.csv
monachus monachus,air_temp,0.39329,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,air_temp,0.39329,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,biomass_removal,0.77481,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,biomass_removal,0.77481,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,bycatch,0.6217,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,bycatch,0.6217,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,entanglement_macroplastic,0.31084,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,entanglement_macroplastic,0.31084,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,eutrophication_nutrient_pollution,0.09712,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,eutrophication_nutrient_pollution,0.09712,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,habitat_loss_degradation,0.36969,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,habitat_loss_degradation,0.36969,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,inorganic_pollution,0.26971,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,inorganic_pollution,0.26971,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,invasive_species,0.58861,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,invasive_species,0.58861,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,light_pollution,0.57616,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,light_pollution,0.57616,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,marine_heat_waves,0.24378,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,marine_heat_waves,0.24378,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,noise_pollution,0.44091,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,noise_pollution,0.44091,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,oceanographic,0,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,oceanographic,0,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,organic_pollution,0.34114,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,organic_pollution,0.34114,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,plastic_pollution_microplastic,0.06407,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,plastic_pollution_microplastic,0.06407,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,poisons_toxins,0.04918,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,poisons_toxins,0.04918,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,salinity,0,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,salinity,0,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,sedimentation,0.25873,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,sedimentation,0.25873,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,sea_level_rise,0.19424,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,sea_level_rise,0.19424,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,sst_rise,0.77481,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,sst_rise,0.77481,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,storm_disturbance,0.262,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,storm_disturbance,0.262,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus monachus,wildlife_strike,0.51586,13653,iucn,species_ranges/iucn_spp_mol_13653.csv
monachus monachus,wildlife_strike,0.51586,120868935,am,species_ranges/am_spp_mol_monachus_monachus.csv
monachus schauinslandi,air_temp,0.43215,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,biomass_removal,0.77481,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,bycatch,0.6217,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,entanglement_macroplastic,0.31084,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,eutrophication_nutrient_pollution,0.09712,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,habitat_loss_degradation,0.36969,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,inorganic_pollution,0.24466,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,invasive_species,0.58861,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,light_pollution,0.57616,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,marine_heat_waves,0.27391,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,noise_pollution,0.44091,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,oceanographic,0,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,organic_pollution,0.30631,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,plastic_pollution_microplastic,0.06407,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,poisons_toxins,0.04918,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
monachus schauinslandi,salinity,0,NA,am,species_ranges/am_spp_mol_monachus_schauinslandi.csv
