species,stressor,vuln,iucn_sid,src,map_f
delphinapterus leucas,sea_level_rise,0,61442,iucn,species_ranges/iucn_spp_mol_61442.csv
delphinapterus leucas,sst_rise,0.80296,6335,iucn,species_ranges/iucn_spp_mol_6335.csv
delphinapterus leucas,sst_rise,0.80296,61442,iucn,species_ranges/iucn_spp_mol_61442.csv
delphinapterus leucas,storm_disturbance,0.18543,6335,iucn,species_ranges/iucn_spp_mol_6335.csv
delphinapterus leucas,storm_disturbance,0.18543,61442,iucn,species_ranges/iucn_spp_mol_61442.csv
delphinapterus leucas,wildlife_strike,0.51622,6335,iucn,species_ranges/iucn_spp_mol_6335.csv
delphinapterus leucas,wildlife_strike,0.51622,61442,iucn,species_ranges/iucn_spp_mol_61442.csv
delphinus delphis,air_temp,0,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,air_temp,0,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,air_temp,0,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,air_temp,0,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,air_temp,0,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,biomass_removal,0.72957,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,biomass_removal,0.72957,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,biomass_removal,0.72957,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,biomass_removal,0.72957,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,biomass_removal,0.72957,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,bycatch,0.5854,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,bycatch,0.5854,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,bycatch,0.5854,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,bycatch,0.5854,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,bycatch,0.5854,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,entanglement_macroplastic,0.31496,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,entanglement_macroplastic,0.31496,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,entanglement_macroplastic,0.31496,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,entanglement_macroplastic,0.31496,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,entanglement_macroplastic,0.31496,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,eutrophication_nutrient_pollution,0.10193,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,eutrophication_nutrient_pollution,0.10193,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,eutrophication_nutrient_pollution,0.10193,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,eutrophication_nutrient_pollution,0.10193,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,eutrophication_nutrient_pollution,0.10193,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,habitat_loss_degradation,0.10187,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,habitat_loss_degradation,0.10187,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,habitat_loss_degradation,0.10187,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,habitat_loss_degradation,0.10187,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,habitat_loss_degradation,0.10187,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,inorganic_pollution,0.31057,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,inorganic_pollution,0.31057,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,inorganic_pollution,0.31057,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,inorganic_pollution,0.31057,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,inorganic_pollution,0.31057,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,invasive_species,0,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,invasive_species,0,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,invasive_species,0,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,invasive_species,0,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,invasive_species,0,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,light_pollution,0.20714,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,light_pollution,0.20714,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,light_pollution,0.20714,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,light_pollution,0.20714,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,light_pollution,0.20714,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,marine_heat_waves,0.15022,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,marine_heat_waves,0.15022,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,marine_heat_waves,0.15022,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,marine_heat_waves,0.15022,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,marine_heat_waves,0.15022,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,noise_pollution,0.48816,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,noise_pollution,0.48816,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,noise_pollution,0.48816,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,noise_pollution,0.48816,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,noise_pollution,0.48816,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,oceanographic,0,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,oceanographic,0,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,oceanographic,0,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,oceanographic,0,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,oceanographic,0,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,organic_pollution,0.39078,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,organic_pollution,0.39078,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,organic_pollution,0.39078,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,organic_pollution,0.39078,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,organic_pollution,0.39078,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,plastic_pollution_microplastic,0.06603,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,plastic_pollution_microplastic,0.06603,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,plastic_pollution_microplastic,0.06603,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,plastic_pollution_microplastic,0.06603,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,plastic_pollution_microplastic,0.06603,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,poisons_toxins,0.05162,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,poisons_toxins,0.05162,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,poisons_toxins,0.05162,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,poisons_toxins,0.05162,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,poisons_toxins,0.05162,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,salinity,0,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,salinity,0,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,salinity,0,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,salinity,0,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,salinity,0,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,sedimentation,0.27153,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,sedimentation,0.27153,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,sedimentation,0.27153,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,sedimentation,0.27153,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,sedimentation,0.27153,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,sea_level_rise,0,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,sea_level_rise,0,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,sea_level_rise,0,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,sea_level_rise,0,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,sea_level_rise,0,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,sst_rise,0.72957,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,sst_rise,0.72957,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,sst_rise,0.72957,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,sst_rise,0.72957,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,sst_rise,0.72957,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,storm_disturbance,0.204,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,storm_disturbance,0.204,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,storm_disturbance,0.204,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,storm_disturbance,0.204,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,storm_disturbance,0.204,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
delphinus delphis,wildlife_strike,0.57115,41762,iucn,species_ranges/iucn_spp_mol_41762.csv
delphinus delphis,wildlife_strike,0.57115,133729,am,species_ranges/am_spp_mol_delphinus_delphis.csv
delphinus delphis,wildlife_strike,0.57115,134817215,iucn,species_ranges/iucn_spp_mol_134817215.csv
delphinus delphis,wildlife_strike,0.57115,156206333,iucn,species_ranges/iucn_spp_mol_156206333.csv
delphinus delphis,wildlife_strike,0.57115,189865869,iucn,species_ranges/iucn_spp_mol_189865869.csv
dugong dugon,air_temp,0,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,air_temp,0,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,biomass_removal,0.78191,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,biomass_removal,0.78191,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,bycatch,0.70466,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,bycatch,0.70466,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,entanglement_macroplastic,0.50419,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,entanglement_macroplastic,0.50419,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,eutrophication_nutrient_pollution,0.14136,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,eutrophication_nutrient_pollution,0.14136,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,habitat_loss_degradation,0.1751,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,habitat_loss_degradation,0.1751,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,inorganic_pollution,0.28961,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,inorganic_pollution,0.28961,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,invasive_species,0,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,invasive_species,0,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,light_pollution,0.21979,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,light_pollution,0.21979,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,marine_heat_waves,0.20183,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,marine_heat_waves,0.20183,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,noise_pollution,0.51921,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,noise_pollution,0.51921,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,oceanographic,0.06502,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,oceanographic,0.06502,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,organic_pollution,0.39723,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,organic_pollution,0.39723,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,plastic_pollution_microplastic,0.07034,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,plastic_pollution_microplastic,0.07034,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,poisons_toxins,0.05504,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,poisons_toxins,0.05504,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,salinity,0.04992,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,salinity,0.04992,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,sedimentation,0.26568,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,sedimentation,0.26568,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,sea_level_rise,0,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,sea_level_rise,0,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,sst_rise,0.78191,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,sst_rise,0.78191,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,storm_disturbance,0.23595,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,storm_disturbance,0.23595,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
dugong dugon,wildlife_strike,0.65031,6909,iucn,species_ranges/iucn_spp_mol_6909.csv
dugong dugon,wildlife_strike,0.65031,157011948,iucn,species_ranges/iucn_spp_mol_157011948.csv
enhydra lutris,air_temp,0,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,biomass_removal,0.845,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,bycatch,0.76151,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,entanglement_macroplastic,0.53887,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,eutrophication_nutrient_pollution,0.12243,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,habitat_loss_degradation,0.12919,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,inorganic_pollution,0.19248,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,invasive_species,0,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,light_pollution,0.23472,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,marine_heat_waves,0.12087,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,noise_pollution,0.55601,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,oceanographic,0,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,organic_pollution,0.3856,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,plastic_pollution_microplastic,0.07547,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,poisons_toxins,0.05913,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,salinity,0,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,sedimentation,0.1812,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,sea_level_rise,0,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,sst_rise,0.845,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,storm_disturbance,0.23398,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
enhydra lutris,wildlife_strike,0.6964,7750,iucn,species_ranges/iucn_spp_mol_7750.csv
erignathus barbatus,air_temp,0.39329,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,air_temp,0.39329,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,air_temp,0.39329,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,biomass_removal,0.77481,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,biomass_removal,0.77481,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,biomass_removal,0.77481,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,bycatch,0.6217,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,bycatch,0.6217,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,bycatch,0.6217,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,entanglement_macroplastic,0.31084,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,entanglement_macroplastic,0.31084,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,entanglement_macroplastic,0.31084,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,eutrophication_nutrient_pollution,0.09712,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,eutrophication_nutrient_pollution,0.09712,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,eutrophication_nutrient_pollution,0.09712,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,habitat_loss_degradation,0.36969,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,habitat_loss_degradation,0.36969,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,habitat_loss_degradation,0.36969,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,inorganic_pollution,0.26971,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,inorganic_pollution,0.26971,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,inorganic_pollution,0.26971,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,invasive_species,0.58861,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,invasive_species,0.58861,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,invasive_species,0.58861,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,light_pollution,0.57616,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,light_pollution,0.57616,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,light_pollution,0.57616,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,marine_heat_waves,0.24378,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,marine_heat_waves,0.24378,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,marine_heat_waves,0.24378,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,noise_pollution,0.44091,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,noise_pollution,0.44091,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,noise_pollution,0.44091,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,oceanographic,0,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,oceanographic,0,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,oceanographic,0,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,organic_pollution,0.34114,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,organic_pollution,0.34114,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,organic_pollution,0.34114,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,plastic_pollution_microplastic,0.06407,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,plastic_pollution_microplastic,0.06407,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,plastic_pollution_microplastic,0.06407,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,poisons_toxins,0.04918,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,poisons_toxins,0.04918,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,poisons_toxins,0.04918,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,salinity,0,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,salinity,0,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,salinity,0,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,sedimentation,0.25873,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,sedimentation,0.25873,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,sedimentation,0.25873,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,sea_level_rise,0.19424,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,sea_level_rise,0.19424,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,sea_level_rise,0.19424,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,sst_rise,0.77481,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,sst_rise,0.77481,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,sst_rise,0.77481,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,storm_disturbance,0.262,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,storm_disturbance,0.262,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,storm_disturbance,0.262,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,wildlife_strike,0.51586,8010,iucn,species_ranges/iucn_spp_mol_8010.csv
erignathus barbatus,wildlife_strike,0.51586,8012,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
erignathus barbatus,wildlife_strike,0.51586,8013,am,species_ranges/am_spp_mol_erignathus_barbatus.csv
eschrichtius robustus,air_temp,0,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,air_temp,0,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,biomass_removal,0.78576,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,biomass_removal,0.78576,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,bycatch,0.78576,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,bycatch,0.78576,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,entanglement_macroplastic,0.6768,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,entanglement_macroplastic,0.6768,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,eutrophication_nutrient_pollution,0.21838,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,eutrophication_nutrient_pollution,0.21838,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,habitat_loss_degradation,0.18242,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,habitat_loss_degradation,0.18242,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,inorganic_pollution,0.20149,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,inorganic_pollution,0.20149,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,invasive_species,0,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,invasive_species,0,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,light_pollution,0.23211,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,light_pollution,0.23211,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,marine_heat_waves,0.06559,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,marine_heat_waves,0.06559,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,noise_pollution,0.52147,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,noise_pollution,0.52147,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,oceanographic,0.18702,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,oceanographic,0.18702,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,organic_pollution,0.43233,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,organic_pollution,0.43233,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,plastic_pollution_microplastic,0.07065,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,plastic_pollution_microplastic,0.07065,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,poisons_toxins,0.0553,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,poisons_toxins,0.0553,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,salinity,0.19234,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,salinity,0.19234,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,sedimentation,0.14544,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,sedimentation,0.14544,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
eschrichtius robustus,sea_level_rise,0,8097,iucn,species_ranges/iucn_spp_mol_8097.csv
eschrichtius robustus,sea_level_rise,0,8099,iucn,species_ranges/iucn_spp_mol_8099.csv
